epoch,training loss,training accuracy,eval loss,eval accuracy
1,0.06668760882727745,0.33064516129032256,0.06898597021188055,0.2642857142857143
2,0.0393693269718261,0.6382488479262672,0.05801881913627897,0.4357142857142857
3,0.024818281332651775,0.7699692780337941,0.05013545544019767,0.4982142857142857
4,0.018888137696708586,0.8172043010752689,0.04824662378856114,0.5642857142857143
5,0.015176810232633453,0.8533026113671275,0.055835120286792515,0.5464285714285714
6,0.012458374915492882,0.8790322580645161,0.049282861979944366,0.6160714285714286
7,0.0099468305306409,0.9086021505376344,0.048022526103471005,0.5732142857142857
8,0.00794459053082034,0.9366359447004609,0.049854526562350135,0.5982142857142857
9,0.007467564667493517,0.9335637480798771,0.05821857175656727,0.6035714285714285
10,0.0053364330682382785,0.9585253456221198,0.0534503343382052,0.5267857142857143
11,0.004869049722571984,0.9589093701996928,0.0470606379210949,0.5821428571428572
12,0.003587371304905909,0.9773425499231951,0.053835842359278886,0.5982142857142857
13,0.0031412704897824154,0.9834869431643625,0.04809108057192394,0.6017857142857143
14,0.002335417103351376,0.988863287250384,0.05892334505915642,0.5785714285714286
15,0.0022348580286822377,0.9900153609831029,0.055283976452691216,0.5785714285714286
16,0.0017435040894306383,0.9942396313364056,0.05716367265475648,0.5696428571428571
17,0.001445996084718317,0.9946236559139785,0.057714781750525745,0.5517857142857143
18,0.0013966526165204022,0.9938556067588326,0.06240625956228801,0.5714285714285714
19,0.001507332190848349,0.9911674347158218,0.05096395186015538,0.6
20,0.0014196698063520998,0.9915514592933948,0.055622943490743634,0.5821428571428572
