epoch,training loss,training accuracy,eval loss,eval accuracy
1,0.0678807233335785,0.32027649879455566,0.07431203552654811,0.26249998807907104
2,0.04036050089584884,0.6144393086433411,0.05430529947791781,0.44999998807907104
3,0.025895912022817703,0.7430875301361084,0.051153418102434706,0.5321428775787354
4,0.019093443022986527,0.8183563947677612,0.0483457621719156,0.5678571462631226
5,0.01611101296022191,0.8413978219032288,0.04696748136941876,0.5696428418159485
6,0.014326032422791977,0.8544546961784363,0.05302258860319853,0.5982142686843872
7,0.01217183183460924,0.8798003196716309,0.053774404366101536,0.5678571462631226
8,0.01171826235892769,0.8748080134391785,0.04626044364912169,0.5982142686843872
9,0.010336960349718363,0.8917050957679749,0.057131557565714634,0.5553571581840515
10,0.00946295105447326,0.897849440574646,0.055940725042351654,0.5607143044471741
11,0.008483210349664344,0.9147465229034424,0.0631503273200776,0.5696428418159485
12,0.007551705855275354,0.9254992604255676,0.0561303174123168,0.6196428537368774
13,0.007409397484062271,0.9205068945884705,0.058111844730696506,0.5928571224212646
14,0.006100223392545719,0.9435483813285828,0.0586298992857337,0.5464285612106323
15,0.006548379175937213,0.9381720423698425,0.06312875444335597,0.5339285731315613
16,0.005484461920270081,0.9512288570404053,0.05541844783084733,0.6142857074737549
17,0.005480003338621875,0.9427803158760071,0.05409428293683699,0.5446428656578064
18,0.004741839250512478,0.9596773982048035,0.05227058029600552,0.5910714268684387
19,0.004800096444625367,0.9508448243141174,0.05745573416352272,0.5303571224212646
20,0.00393262308823394,0.9665898680686951,0.058025669865310193,0.5910714268684387
