epoch,training loss,training accuracy,eval loss,eval accuracy
1,0.07809196208845452,0.1463133692741394,0.08139043258769171,0.17321428656578064
2,0.07462312786992976,0.23502303659915924,0.0798030008162771,0.23928572237491608
3,0.07187334920770379,0.299539178609848,0.07831170729228429,0.19285714626312256
4,0.06947898397797264,0.3552227318286896,0.07734662528548922,0.25535714626312256
5,0.06727104111018085,0.3774961531162262,0.07545510977506638,0.23035714030265808
6,0.06529948618921083,0.41359448432922363,0.07475258324827466,0.25357142090797424
7,0.0631905711740942,0.4523809552192688,0.07284797834498542,0.23928572237491608
8,0.061694508736034694,0.459293395280838,0.07245539192642485,0.2678571343421936
9,0.06017345954562479,0.46889400482177734,0.07188136726617814,0.25357142090797424
10,0.05872451860783836,0.4942396283149719,0.07056912694658551,0.2696428596973419
11,0.057421981830567626,0.5069124698638916,0.06956830131156104,0.2946428656578064
12,0.05649715881743189,0.5065284371376038,0.0688145867415837,0.3017857074737549
13,0.05530708268307687,0.5249615907669067,0.06856889937605176,0.3214285671710968
14,0.054211560711150165,0.5288018584251404,0.06776755303144455,0.30714285373687744
15,0.053290240867163545,0.5430107712745667,0.06756702363491059,0.30714285373687744
16,0.05190817972848309,0.551075279712677,0.06693061207021986,0.3053571581840515
17,0.05143210621473426,0.5579876899719238,0.06669564587729318,0.3125
18,0.050719167276095316,0.5556835532188416,0.06580700618880135,0.3303571343421936
19,0.05005488463444278,0.5591397881507874,0.06627724468708038,0.32499998807907104
20,0.049455905381801855,0.5614439249038696,0.06502443530729839,0.31607142090797424
