epoch,training loss,training accuracy,eval loss,eval accuracy
1,0.8187151200577227,0.28456220030784607,0.40471557569157995,0.23571428656578064
2,0.22056137581574753,0.4615975320339203,0.38386936762503215,0.20357142388820648
3,0.2511862304902846,0.4823348820209503,0.4484275248433862,0.2660714387893677
4,0.27183581250054495,0.5026881694793701,0.7180209853819438,0.26428571343421936
5,0.32898987035414406,0.4965437650680542,0.5085283326916139,0.3196428716182709
6,0.3246292747477049,0.5168970823287964,0.29764753856829235,0.4928571581840515
7,0.3024486057952436,0.5284178256988525,0.5500616757465261,0.375
8,0.3908148046050753,0.5038402676582336,0.7451063484153042,0.3410714268684387
9,0.39969304684669743,0.5192012190818787,0.43234485728400096,0.40535715222358704
10,0.3535850529663391,0.5349462628364563,0.6697112023830414,0.3642857074737549
11,0.3632432009950395,0.5410906076431274,0.4782541513176901,0.4660714268684387
12,0.3260683165534118,0.5721966028213501,0.5114669322967529,0.3482142984867096
13,0.3516180722211729,0.560675859451294,0.5072016439267567,0.37142857909202576
14,0.34472285098926997,0.5633640289306641,0.47305695457117897,0.4732142984867096
15,0.4152364730834961,0.5449308753013611,1.0599830777517387,0.2750000059604645
16,0.45208773818067327,0.5264977216720581,0.5478874635483537,0.43214285373687744
17,0.38103749080004595,0.5725806355476379,0.5502544458423342,0.4375
18,0.37546197078927507,0.5649001598358154,0.5248937472168889,0.4749999940395355
19,0.3971406183850747,0.554147481918335,0.7864319605486734,0.39642858505249023
20,0.41217035815096853,0.5579876899719238,0.8063181265656398,0.36071428656578064
