epoch,training loss,training accuracy,eval loss,eval accuracy
1,0.07028975785236388,0.2711213529109955,0.0725328613604818,0.29821428656578064
2,0.056894289504181586,0.44354838132858276,0.06672646403312683,0.2678571343421936
3,0.04878668004100407,0.5399385690689087,0.06516715756484441,0.3017857074737549
4,0.044864745527368535,0.5687404274940491,0.0618177130818367,0.36964285373687744
5,0.04129143475845296,0.6090629696846008,0.06024442634412221,0.39642858505249023
6,0.03867995649713525,0.6217358112335205,0.06162512515272413,0.375
7,0.038073479488331785,0.6355606913566589,0.06140779331326485,0.3910714387893677
8,0.03644525833118896,0.6378648281097412,0.06098357460328511,0.41428571939468384
9,0.03552695410683774,0.6436251997947693,0.058200632355042865,0.43214285373687744
10,0.03401893102628295,0.6609063148498535,0.05773847486291613,0.4285714328289032
11,0.033690647481040836,0.6586021780967712,0.05889473557472229,0.41428571939468384
12,0.033017292801868714,0.6505376100540161,0.05584072747400829,0.44107142090797424
13,0.03165901302375735,0.6701228618621826,0.055507299197571615,0.4214285612106323
14,0.031952809582474415,0.6682027578353882,0.058876418428761616,0.4285714328289032
15,0.03018856955014066,0.6950845122337341,0.05977186970412731,0.39821428060531616
16,0.03075476835400278,0.6785714030265808,0.05733416633946555,0.4375
17,0.030554684786020154,0.6808755993843079,0.05936374036329133,0.4303571581840515
18,0.03074652920212431,0.6874039769172668,0.05818629695900849,0.4357142746448517
19,0.0299588525853765,0.6816436052322388,0.05591344545994486,0.4464285671710968
20,0.029271312710326937,0.6927803158760071,0.055721076684338705,0.4625000059604645
